event_type,host_event_ns,link_id,task_id,ifname,thread_name,can_id,seq,nominal_period_ns,planned_release_ns,wakeup_ns,send_call_ns,send_ret,cpu_id,sched_policy,sched_priority
TX,19303216594709,3,0,can11,tx_can11,256,1733,1000000,19303216529151,19303216594616,19303216594709,16,2,0,0
TX,19303216927078,0,0,can00,tx_can00,256,1736,1000000,19303216839843,19303216926948,19303216927078,16,2,0,0
TX,19303216964911,2,0,can01,tx_can01,256,1735,1000000,19303216896635,19303216964837,19303216964911,16,0,0,0
TX,19303216984540,2,1,can01,tx_can01,257,868,2000000,19303216896635,19303216964837,19303216984540,16,0,0,0
TX,19303217509446,1,0,can10,tx_can10,256,1737,1000000,19303217441637,19303217509372,19303217509446,16,2,0,0
TX,19303217594871,3,0,can11,tx_can11,256,1734,1000000,19303217529151,19303217594797,19303217594871,16,2,0,0
TX,19303217653297,3,1,can11,tx_can11,257,868,2000000,19303217529151,19303217594797,19303217653297,16,2,0,0
TX,19303217989870,0,0,can00,tx_can00,256,1737,1000000,19303217839843,19303217989758,19303217989870,16,2,0,0
TX,19303217994036,2,0,can01,tx_can01,256,1736,1000000,19303217896635,19303217993962,19303217994036,16,0,0,0
TX,19303218048240,0,1,can00,tx_can00,257,869,2000000,19303217839843,19303217989758,19303218048240,16,2,0,0
TX,19303218508349,1,0,can10,tx_can10,256,1738,1000000,19303218441637,19303218508256,19303218508349,16,2,0,0
TX,19303218533275,1,1,can10,tx_can10,257,869,2000000,19303218441637,19303218508256,19303218533275,16,2,0,0
TX,19303218594571,3,0,can11,tx_can11,256,1735,1000000,19303218529151,19303218594478,19303218594571,16,2,0,0
TX,19303218918829,0,0,can00,tx_can00,256,1738,1000000,19303218839843,19303218918754,19303218918829,16,2,0,0
TX,19303218962939,2,0,can01,tx_can01,256,1737,1000000,19303218896635,19303218962736,19303218962939,16,0,0,0
TX,19303218983513,2,1,can01,tx_can01,257,869,2000000,19303218896635,19303218962736,19303218983513,16,0,0,0
TX,19303219509326,1,0,can10,tx_can10,256,1739,1000000,19303219441637,19303219509252,19303219509326,16,2,0,0
TX,19303219596103,3,0,can11,tx_can11,256,1736,1000000,19303219529151,19303219595844,19303219596103,16,2,0,0
TX,19303219655881,3,1,can11,tx_can11,257,869,2000000,19303219529151,19303219595844,19303219655881,16,2,0,0
TX,19303219940620,0,0,can00,tx_can00,256,1739,1000000,19303219839843,19303219940380,19303219940620,16,3,0,0
TX,19303219987194,2,0,can01,tx_can01,256,1738,1000000,19303219896635,19303219986713,19303219987194,16,0,0,0
TX,19303220022620,0,1,can00,tx_can00,257,870,2000000,19303219839843,19303219940380,19303220022620,16,3,0,0
TX,19303220099138,0,2,can00,tx_can00,258,174,10000000,19303219839843,19303219940380,19303220099138,16,3,0,0
TX,19303220136120,0,3,can00,tx_can00,259,87,20000000,19303219839843,19303219940380,19303220136120,16,3,0,0
TX,19303220509118,1,0,can10,tx_can10,256,1740,1000000,19303220441637,19303220508914,19303220509118,16,2,0,0
TX,19303220642062,3,0,can11,tx_can11,256,1737,1000000,19303220529151,19303220641710,19303220642062,16,2,0,0
TX,19303220596173,1,1,can10,tx_can10,257,870,2000000,19303220441637,19303220508914,19303220596173,16,2,0,0
TX,19303220954338,0,0,can00,tx_can00,256,1740,1000000,19303220839843,19303220954172,19303220954338,16,3,0,0
TX,19303220904783,1,2,can10,tx_can10,258,174,10000000,19303220441637,19303220508914,19303220904783,16,2,0,0
TX,19303220964394,2,0,can01,tx_can01,256,1739,1000000,19303220896635,19303220964320,19303220964394,16,0,0,0
TX,19303221020245,2,1,can01,tx_can01,257,870,2000000,19303220896635,19303220964320,19303221020245,16,0,0,0
TX,19303221015579,1,3,can10,tx_can10,259,87,20000000,19303220441637,19303220508914,19303221015579,16,2,0,0
TX,19303221083134,2,2,can01,tx_can01,258,174,10000000,19303220896635,19303220964320,19303221083134,16,0,0,0
TX,19303221484206,2,3,can01,tx_can01,259,87,20000000,19303220896635,19303220964320,19303221484206,16,0,0,0
TX,19303221536669,1,0,can10,tx_can10,256,1741,1000000,19303221441637,19303221536540,19303221536669,16,2,0,0
TX,19303221604224,3,0,can11,tx_can11,256,1738,1000000,19303221529151,19303221604113,19303221604224,16,2,0,0
TX,19303221623502,3,1,can11,tx_can11,257,870,2000000,19303221529151,19303221604113,19303221623502,16,2,0,0
TX,19303221642280,3,2,can11,tx_can11,258,174,10000000,19303221529151,19303221604113,19303221642280,16,2,0,0
TX,19303221680428,3,3,can11,tx_can11,259,87,20000000,19303221529151,19303221604113,19303221680428,16,2,0,0
TX,19303221906705,0,0,can00,tx_can00,256,1741,1000000,19303221839843,19303221906594,19303221906705,16,3,0,0
TX,19303221967760,0,1,can00,tx_can00,257,871,2000000,19303221839843,19303221906594,19303221967760,16,3,0,0
TX,19303222268777,2,0,can01,tx_can01,256,1740,1000000,19303221896635,19303222268518,19303222268777,16,0,0,0
TX,19303222560313,1,0,can10,tx_can10,256,1742,1000000,19303222441637,19303222560183,19303222560313,16,0,0,0
TX,19303222582443,1,1,can10,tx_can10,257,871,2000000,19303222441637,19303222560183,19303222582443,16,0,0,0
TX,19303222598961,3,0,can11,tx_can11,256,1739,1000000,19303222529151,19303222598868,19303222598961,16,2,0,0
TX,19303222958404,0,0,can00,tx_can00,256,1742,1000000,19303222839843,19303222958311,19303222958404,16,3,0,0
TX,19303222963534,2,0,can01,tx_can01,256,1741,1000000,19303222896635,19303222963441,19303222963534,16,0,0,0
TX,19303223016515,2,1,can01,tx_can01,257,871,2000000,19303222896635,19303222963441,19303223016515,16,0,0,0
TX,19303223525364,1,0,can10,tx_can10,256,1743,1000000,19303223441637,19303223525087,19303223525364,16,2,0,0
TX,19303223598197,3,0,can11,tx_can11,256,1740,1000000,19303223529151,19303223597938,19303223598197,16,2,0,0
TX,19303223623197,3,1,can11,tx_can11,257,871,2000000,19303223529151,19303223597938,19303223623197,16,2,0,0
TX,19303223906604,0,0,can00,tx_can00,256,1743,1000000,19303223839843,19303223906363,19303223906604,16,3,0,0
TX,19303223962770,0,1,can00,tx_can00,257,872,2000000,19303223839843,19303223906363,19303223962770,16,3,0,0
TX,19303224017288,2,0,can01,tx_can01,256,1742,1000000,19303223896635,19303224000048,19303224017288,16,0,0,0
TX,19303224511879,1,0,can10,tx_can10,256,1744,1000000,19303224441637,19303224511638,19303224511879,16,2,0,0
TX,19303224541305,1,1,can10,tx_can10,257,872,2000000,19303224441637,19303224511638,19303224541305,16,2,0,0
TX,19303224596156,3,0,can11,tx_can11,256,1741,1000000,19303224529151,19303224596045,19303224596156,16,2,0,0
TX,19303224906840,0,0,can00,tx_can00,256,1744,1000000,19303224839843,19303224906710,19303224906840,16,3,0,0
TX,19303225144561,2,0,can01,tx_can01,256,1743,1000000,19303224896635,19303225144487,19303225144561,16,0,0,0
TX,19303225225116,2,1,can01,tx_can01,257,872,2000000,19303224896635,19303225144487,19303225225116,16,0,0,0
TX,19303225601652,3,0,can11,tx_can11,256,1742,1000000,19303225529151,19303225601559,19303225601652,16,2,0,0
TX,19303225627855,3,1,can11,tx_can11,257,872,2000000,19303225529151,19303225601559,19303225627855,16,2,0,0
TX,19303225915984,0,0,can00,tx_can00,256,1745,1000000,19303225839843,19303225915854,19303225915984,16,3,0,0
TX,19303225971002,0,1,can00,tx_can00,257,873,2000000,19303225839843,19303225915854,19303225971002,16,3,0,0
TX,19303225557874,1,0,can10,tx_can10,256,1745,1000000,19303225441637,19303225557671,19303225557874,16,0,0,0
TX,19303226226223,2,0,can01,tx_can01,256,1744,1000000,19303225896635,19303226226149,19303226226223,16,0,0,0
TX,19303226528907,1,0,can10,tx_can10,256,1746,1000000,19303226441637,19303226528833,19303226528907,16,0,0,0
TX,19303226551055,1,1,can10,tx_can10,257,873,2000000,19303226441637,19303226528833,19303226551055,16,0,0,0
TX,19303226597370,3,0,can11,tx_can11,256,1743,1000000,19303226529151,19303226597240,19303226597370,16,2,0,0
TX,19303226926535,0,0,can00,tx_can00,256,1746,1000000,19303226839843,19303226926424,19303226926535,16,3,0,0
TX,19303226963887,2,0,can01,tx_can01,256,1745,1000000,19303226896635,19303226963813,19303226963887,16,0,0,0
TX,19303227020035,2,1,can01,tx_can01,257,873,2000000,19303226896635,19303226963813,19303227020035,16,0,0,0
TX,19303227549829,1,0,can10,tx_can10,256,1747,1000000,19303227441637,19303227549458,19303227549829,16,0,0,0
TX,19303227598366,3,0,can11,tx_can11,256,1744,1000000,19303227529151,19303227598236,19303227598366,16,2,0,0
TX,19303227621569,3,1,can11,tx_can11,257,873,2000000,19303227529151,19303227598236,19303227621569,16,2,0,0
TX,19303227904642,0,0,can00,tx_can00,256,1747,1000000,19303227839843,19303227904512,19303227904642,16,3,0,0
TX,19303227958920,0,1,can00,tx_can00,257,874,2000000,19303227839843,19303227904512,19303227958920,16,3,0,0
TX,19303228018031,2,0,can01,tx_can01,256,1746,1000000,19303227896635,19303228017956,19303228018031,16,0,0,0
TX,19303228598565,1,0,can10,tx_can10,256,1748,1000000,19303228441637,19303228598213,19303228598565,16,2,0,0
TX,19303228628454,1,1,can10,tx_can10,257,874,2000000,19303228441637,19303228598213,19303228628454,16,2,0,0
TX,19303228634139,3,0,can11,tx_can11,256,1745,1000000,19303228529151,19303228634028,19303228634139,16,0,0,0
TX,19303228963712,2,0,can01,tx_can01,256,1747,1000000,19303228896635,19303228963638,19303228963712,16,0,0,0
TX,19303229016989,2,1,can01,tx_can01,257,874,2000000,19303228896635,19303228963638,19303229016989,16,0,0,0
TX,19303229004378,0,0,can00,tx_can00,256,1748,1000000,19303228839843,19303229004137,19303229004378,16,3,0,0
TX,19303229512783,1,0,can10,tx_can10,256,1749,1000000,19303229441637,19303229512506,19303229512783,16,2,0,0
TX,19303229641987,3,0,can11,tx_can11,256,1746,1000000,19303229529151,19303229641912,19303229641987,16,0,0,0
TX,19303229907152,0,0,can00,tx_can00,256,1749,1000000,19303229839843,19303229907041,19303229907152,16,3,0,0
TX,19303229941189,3,1,can11,tx_can11,257,874,2000000,19303229529151,19303229641912,19303229941189,16,0,0,0
TX,19303229990281,0,1,can00,tx_can00,257,875,2000000,19303229839843,19303229907041,19303229990281,16,3,0,0
TX,19303230041818,0,2,can00,tx_can00,258,175,10000000,19303229839843,19303229907041,19303230041818,16,3,0,0
TX,19303230012041,2,0,can01,tx_can01,256,1748,1000000,19303229896635,19303230011892,19303230012041,16,0,0,0
TX,19303230512483,1,0,can10,tx_can10,256,1750,1000000,19303230441637,19303230512261,19303230512483,16,2,0,0
TX,19303230545779,1,1,can10,tx_can10,257,875,2000000,19303230441637,19303230512261,19303230545779,16,2,0,0
TX,19303230560890,1,2,can10,tx_can10,258,175,10000000,19303230441637,19303230512261,19303230560890,16,2,0,0
TX,19303230595871,3,0,can11,tx_can11,256,1747,1000000,19303230529151,19303230595760,19303230595871,16,0,0,0
TX,19303230917055,0,0,can00,tx_can00,256,1750,1000000,19303230839843,19303230916907,19303230917055,16,3,0,0
TX,19303231261369,2,0,can01,tx_can01,256,1749,1000000,19303230896635,19303231261165,19303231261369,16,0,0,0
TX,19303231325942,2,1,can01,tx_can01,257,875,2000000,19303230896635,19303231261165,19303231325942,16,0,0,0
TX,19303231609015,1,0,can10,tx_can10,256,1751,1000000,19303231441637,19303231608811,19303231609015,16,2,0,0
TX,19303231613756,3,0,can11,tx_can11,256,1748,1000000,19303231529151,19303231613404,19303231613756,16,0,0,0
TX,19303231692589,3,1,can11,tx_can11,257,875,2000000,19303231529151,19303231613404,19303231692589,16,0,0,0
TX,19303231762626,3,2,can11,tx_can11,258,175,10000000,19303231529151,19303231613404,19303231762626,16,0,0,0
TX,19303231512775,2,2,can01,tx_can01,258,175,10000000,19303230896635,19303231261165,19303231512775,16,0,0,0
TX,19303232220809,2,0,can01,tx_can01,256,1750,1000000,19303231896635,19303232220735,19303232220809,16,0,0,0
TX,19303232518734,1,0,can10,tx_can10,256,1752,1000000,19303232441637,19303232518382,19303232518734,16,2,0,0
TX,19303232552474,1,1,can10,tx_can10,257,876,2000000,19303232441637,19303232518382,19303232552474,16,2,0,0
TX,19303232207920,0,0,can00,tx_can00,256,1751,1000000,19303231839843,19303232207772,19303232207920,16,3,0,0
TX,19303232607696,3,0,can11,tx_can11,256,1749,1000000,19303232529151,19303232607622,19303232607696,16,0,0,0
TX,19303232614826,0,1,can00,tx_can00,257,876,2000000,19303231839843,19303232207772,19303232614826,16,3,0,0
TX,19303232975472,2,0,can01,tx_can01,256,1751,1000000,19303232896635,19303232975398,19303232975472,16,0,0,0
TX,19303233058787,2,1,can01,tx_can01,257,876,2000000,19303232896635,19303232975398,19303233058787,16,0,0,0
TX,19303232952695,0,0,can00,tx_can00,256,1752,1000000,19303232839843,19303232952621,19303232952695,16,3,0,0
TX,19303233511711,1,0,can10,tx_can10,256,1753,1000000,19303233441637,19303233511452,19303233511711,16,2,0,0
TX,19303233595673,3,0,can11,tx_can11,256,1750,1000000,19303233529151,19303233595266,19303233595673,16,0,0,0
TX,19303233655729,3,1,can11,tx_can11,257,876,2000000,19303233529151,19303233595266,19303233655729,16,0,0,0
TX,19303233991338,2,0,can01,tx_can01,256,1752,1000000,19303233896635,19303233991264,19303233991338,16,0,0,0
TX,19303234000764,0,0,can00,tx_can00,256,1753,1000000,19303233839843,19303234000672,19303234000764,16,3,0,0
TX,19303234053801,0,1,can00,tx_can00,257,877,2000000,19303233839843,19303234000672,19303234053801,16,3,0,0
TX,19303234611576,3,0,can11,tx_can11,256,1751,1000000,19303234529151,19303234611484,19303234611576,16,0,0,0
TX,19303234717095,1,0,can10,tx_can10,256,1754,1000000,19303234441637,19303234716743,19303234717095,16,2,0,0
TX,19303234747206,1,1,can10,tx_can10,257,877,2000000,19303234441637,19303234716743,19303234747206,16,2,0,0
TX,19303234968982,2,0,can01,tx_can01,256,1753,1000000,19303234896635,19303234968742,19303234968982,16,0,0,0
TX,19303235026704,2,1,can01,tx_can01,257,877,2000000,19303234896635,19303234968742,19303235026704,16,0,0,0
TX,19303234915057,0,0,can00,tx_can00,256,1754,1000000,19303234839843,19303234914686,19303234915057,16,3,0,0
TX,19303235600480,3,0,can11,tx_can11,256,1752,1000000,19303235529151,19303235600239,19303235600480,16,0,0,0
TX,19303235656479,3,1,can11,tx_can11,257,877,2000000,19303235529151,19303235600239,19303235656479,16,0,0,0
TX,19303235885349,1,0,can10,tx_can10,256,1755,1000000,19303235441637,19303235885275,19303235885349,16,2,0,0
TX,19303235936200,0,0,can00,tx_can00,256,1755,1000000,19303235839843,19303235936126,19303235936200,16,3,0,0
TX,19303235987459,0,1,can00,tx_can00,257,878,2000000,19303235839843,19303235936126,19303235987459,16,3,0,0
TX,19303236232273,2,0,can01,tx_can01,256,1754,1000000,19303235896635,19303236231977,19303236232273,16,3,0,0
TX,19303236516476,1,0,can10,tx_can10,256,1756,1000000,19303236441637,19303236516309,19303236516476,16,2,0,0
TX,19303236538457,1,1,can10,tx_can10,257,878,2000000,19303236441637,19303236516309,19303236538457,16,2,0,0
TX,19303236597364,3,0,can11,tx_can11,256,1753,1000000,19303236529151,19303236597235,19303236597364,16,0,0,0
TX,19303236906382,0,0,can00,tx_can00,256,1756,1000000,19303236839843,19303236906307,19303236906382,16,3,0,0
TX,19303236976270,2,0,can01,tx_can01,256,1755,1000000,19303236896635,19303236976140,19303236976270,16,2,0,0
TX,19303236997789,2,1,can01,tx_can01,257,878,2000000,19303236896635,19303236976140,19303236997789,16,2,0,0
TX,19303237508786,1,0,can10,tx_can10,256,1757,1000000,19303237441637,19303237508583,19303237508786,16,2,0,0
TX,19303237605379,3,0,can11,tx_can11,256,1754,1000000,19303237529151,19303237605175,19303237605379,16,0,0,0
TX,19303237639878,3,1,can11,tx_can11,257,878,2000000,19303237529151,19303237605175,19303237639878,16,0,0,0
TX,19303237956266,0,0,can00,tx_can00,256,1757,1000000,19303237839843,19303237955914,19303237956266,16,2,0,0
TX,19303238019747,0,1,can00,tx_can00,257,879,2000000,19303237839843,19303237955914,19303238019747,16,2,0,0
TX,19303238381857,2,0,can01,tx_can01,256,1756,1000000,19303237896635,19303238381746,19303238381857,16,2,0,0
TX,19303238510264,1,0,can10,tx_can10,256,1758,1000000,19303238441637,19303238509967,19303238510264,16,2,0,0
TX,19303238568023,1,1,can10,tx_can10,257,879,2000000,19303238441637,19303238509967,19303238568023,16,2,0,0
TX,19303238596282,3,0,can11,tx_can11,256,1755,1000000,19303238529151,19303238596208,19303238596282,16,0,0,0
TX,19303238907762,0,0,can00,tx_can00,256,1758,1000000,19303238839843,19303238907688,19303238907762,16,2,0,0
TX,19303239054595,2,0,can01,tx_can01,256,1757,1000000,19303238896635,19303239054502,19303239054595,16,2,0,0
TX,19303239508352,1,0,can10,tx_can10,256,1759,1000000,19303239441637,19303239508204,19303239508352,16,2,0,0
TX,19303239204390,2,1,can01,tx_can01,257,879,2000000,19303238896635,19303239054502,19303239204390,16,2,0,0
TX,19303239596685,3,0,can11,tx_can11,256,1756,1000000,19303239529151,19303239596592,19303239596685,16,0,0,0
TX,19303239655222,3,1,can11,tx_can11,257,879,2000000,19303239529151,19303239596592,19303239655222,16,0,0,0
TX,19303239908202,0,0,can00,tx_can00,256,1759,1000000,19303239839843,19303239908091,19303239908202,16,2,0,0
TX,19303239966072,0,1,can00,tx_can00,257,880,2000000,19303239839843,19303239908091,19303239966072,16,2,0,0
TX,19303240039072,0,2,can00,tx_can00,258,176,10000000,19303239839843,19303239908091,19303240039072,16,2,0,0
TX,19303240094701,0,3,can00,tx_can00,259,88,20000000,19303239839843,19303239908091,19303240094701,16,2,0,0
TX,19303240189812,2,0,can01,tx_can01,256,1758,1000000,19303239896635,19303240189571,19303240189812,16,2,0,0
TX,19303240509477,1,0,can10,tx_can10,256,1760,1000000,19303240441637,19303240509274,19303240509477,16,2,0,0
TX,19303240577514,1,1,can10,tx_can10,257,880,2000000,19303240441637,19303240509274,19303240577514,16,2,0,0
TX,19303240641273,1,2,can10,tx_can10,258,176,10000000,19303240441637,19303240509274,19303240641273,16,2,0,0
TX,19303240708421,1,3,can10,tx_can10,259,88,20000000,19303240441637,19303240509274,19303240708421,16,2,0,0
TX,19303240790198,3,0,can11,tx_can11,256,1757,1000000,19303240529151,19303240790013,19303240790198,16,2,0,0
TX,19303241140308,2,0,can01,tx_can01,256,1759,1000000,19303240896635,19303241140067,19303241140308,16,0,0,0
TX,19303240911235,0,0,can00,tx_can00,256,1760,1000000,19303240839843,19303240911161,19303240911235,16,2,0,0
TX,19303241251104,2,1,can01,tx_can01,257,880,2000000,19303240896635,19303241140067,19303241251104,16,0,0,0
TX,19303241510492,1,0,can10,tx_can10,256,1761,1000000,19303241441637,19303241510417,19303241510492,16,2,0,0
TX,19303241614639,3,0,can11,tx_can11,256,1758,1000000,19303241529151,19303241614528,19303241614639,16,2,0,0
TX,19303241633306,3,1,can11,tx_can11,257,880,2000000,19303241529151,19303241614528,19303241633306,16,2,0,0
TX,19303241649287,3,2,can11,tx_can11,258,176,10000000,19303241529151,19303241614528,19303241649287,16,2,0,0
TX,19303241560621,2,2,can01,tx_can01,258,176,10000000,19303240896635,19303241140067,19303241560621,16,0,0,0
TX,19303241663972,3,3,can11,tx_can11,259,88,20000000,19303241529151,19303241614528,19303241663972,16,2,0,0
TX,19303242334525,2,3,can01,tx_can01,259,88,20000000,19303240896635,19303241140067,19303242334525,16,1,0,0
TX,19303242362006,2,0,can01,tx_can01,256,1760,1000000,19303241896635,19303242361951,19303242362006,16,1,0,0
TX,19303241907101,0,0,can00,tx_can00,256,1761,1000000,19303241839843,19303241906842,19303241907101,16,2,0,0
TX,19303242435339,0,1,can00,tx_can00,257,881,2000000,19303241839843,19303241906842,19303242435339,16,2,0,0
TX,19303242510839,1,0,can10,tx_can10,256,1762,1000000,19303242441637,19303242510580,19303242510839,16,2,0,0
TX,19303242987393,3,0,can11,tx_can11,256,1759,1000000,19303242529151,19303242987207,19303242987393,16,2,0,0
TX,19303242998170,2,0,can01,tx_can01,256,1761,1000000,19303242896635,19303242997856,19303242998170,16,1,0,0
TX,19303243037429,0,0,can00,tx_can00,256,1762,1000000,19303242839843,19303243037337,19303243037429,16,2,0,0
TX,19303242563265,1,1,can10,tx_can10,257,881,2000000,19303242441637,19303242510580,19303242563265,16,2,0,0
TX,19303243150336,2,1,can01,tx_can01,257,881,2000000,19303242896635,19303242997856,19303243150336,16,1,0,0
TX,19303243536594,1,0,can10,tx_can10,256,1763,1000000,19303243441637,19303243536409,19303243536594,16,2,0,0
TX,19303243618668,3,0,can11,tx_can11,256,1760,1000000,19303243529151,19303243618557,19303243618668,16,2,0,0
TX,19303243676186,3,1,can11,tx_can11,257,881,2000000,19303243529151,19303243618557,19303243676186,16,2,0,0
TX,19303243963648,2,0,can01,tx_can01,256,1762,1000000,19303243896635,19303243963518,19303243963648,16,1,0,0
TX,19303243993074,0,0,can00,tx_can00,256,1763,1000000,19303243839843,19303243992981,19303243993074,16,2,0,0
TX,19303244068018,0,1,can00,tx_can00,257,882,2000000,19303243839843,19303243992981,19303244068018,16,2,0,0
TX,19303244520479,1,0,can10,tx_can10,256,1764,1000000,19303244441637,19303244520256,19303244520479,16,3,0,0
TX,19303244585015,1,1,can10,tx_can10,257,882,2000000,19303244441637,19303244520256,19303244585015,16,3,0,0
TX,19303244632145,3,0,can11,tx_can11,256,1761,1000000,19303244529151,19303244632089,19303244632145,16,2,0,0
TX,19303244954829,0,0,can00,tx_can00,256,1764,1000000,19303244839843,19303244954699,19303244954829,16,2,0,0
TX,19303244967532,2,0,can01,tx_can01,256,1763,1000000,19303244896635,19303244967273,19303244967532,16,1,0,0
TX,19303245029699,2,1,can01,tx_can01,257,882,2000000,19303244896635,19303244967273,19303245029699,16,1,0,0
TX,19303245522252,1,0,can10,tx_can10,256,1765,1000000,19303245441637,19303245522030,19303245522252,16,2,0,0
TX,19303245608215,3,0,can11,tx_can11,256,1762,1000000,19303245529151,19303245608067,19303245608215,16,2,0,0
TX,19303245632122,3,1,can11,tx_can11,257,882,2000000,19303245529151,19303245608067,19303245632122,16,2,0,0
TX,19303245910214,0,0,can00,tx_can00,256,1765,1000000,19303245839843,19303245909936,19303245910214,16,2,0,0
TX,19303245981472,0,1,can00,tx_can00,257,883,2000000,19303245839843,19303245909936,19303245981472,16,2,0,0
TX,19303245976917,2,0,can01,tx_can01,256,1764,1000000,19303245896635,19303245976676,19303245976917,16,1,0,0
TX,19303246510526,1,0,can10,tx_can10,256,1766,1000000,19303246441637,19303246510396,19303246510526,16,2,0,0
TX,19303246606192,3,0,can11,tx_can11,256,1763,1000000,19303246529151,19303246606062,19303246606192,16,3,0,0
TX,19303246574544,1,1,can10,tx_can10,257,883,2000000,19303246441637,19303246510396,19303246574544,16,2,0,0
TX,19303246937135,0,0,can00,tx_can00,256,1766,1000000,19303246839843,19303246936987,19303246937135,16,2,0,0
TX,19303246970598,2,0,can01,tx_can01,256,1765,1000000,19303246896635,19303246970468,19303246970598,16,1,0,0
TX,19303247027412,2,1,can01,tx_can01,257,883,2000000,19303246896635,19303246970468,19303247027412,16,1,0,0
TX,19303247513207,1,0,can10,tx_can10,256,1767,1000000,19303247441637,19303247513021,19303247513207,16,2,0,0
TX,19303247598392,3,0,can11,tx_can11,256,1764,1000000,19303247529151,19303247597984,19303247598392,16,2,0,0
TX,19303247618484,3,1,can11,tx_can11,257,883,2000000,19303247529151,19303247597984,19303247618484,16,2,0,0
TX,19303247938742,0,0,can00,tx_can00,256,1767,1000000,19303247839843,19303247938649,19303247938742,16,2,0,0
TX,19303247982371,2,0,can01,tx_can01,256,1766,1000000,19303247896635,19303247982131,19303247982371,16,1,0,0
TX,19303247995112,0,1,can00,tx_can00,257,884,2000000,19303247839843,19303247938649,19303247995112,16,2,0,0
TX,19303248524221,1,0,can10,tx_can10,256,1768,1000000,19303248441637,19303248523832,19303248524221,16,2,0,0
TX,19303248595628,1,1,can10,tx_can10,257,884,2000000,19303248441637,19303248523832,19303248595628,16,2,0,0
TX,19303248626850,3,0,can11,tx_can11,256,1765,1000000,19303248529151,19303248626757,19303248626850,16,3,0,0
TX,19303248955071,0,0,can00,tx_can00,256,1768,1000000,19303248839843,19303248954978,19303248955071,16,2,0,0
TX,19303248995811,2,0,can01,tx_can01,256,1767,1000000,19303248896635,19303248995552,19303248995811,16,1,0,0
TX,19303249056052,2,1,can01,tx_can01,257,884,2000000,19303248896635,19303248995552,19303249056052,16,1,0,0
TX,19303249510865,1,0,can10,tx_can10,256,1769,1000000,19303249441637,19303249510661,19303249510865,16,2,0,0
TX,19303249627512,3,0,can11,tx_can11,256,1766,1000000,19303249529151,19303249627401,19303249627512,16,3,0,0
TX,19303249682883,3,1,can11,tx_can11,257,884,2000000,19303249529151,19303249627401,19303249682883,16,3,0,0
TX,19303249911308,0,0,can00,tx_can00,256,1769,1000000,19303249839843,19303249911141,19303249911308,16,2,0,0
TX,19303249969344,0,1,can00,tx_can00,257,885,2000000,19303249839843,19303249911141,19303249969344,16,2,0,0
TX,19303250020326,0,2,can00,tx_can00,258,177,10000000,19303249839843,19303249911141,19303250020326,16,2,0,0
TX,19303250075862,2,0,can01,tx_can01,256,1768,1000000,19303249896635,19303250075640,19303250075862,16,1,0,0
TX,19303250531657,1,0,can10,tx_can10,256,1770,1000000,19303250441637,19303250531342,19303250531657,16,2,0,0
TX,19303250595694,3,0,can11,tx_can11,256,1767,1000000,19303250529151,19303250595601,19303250595694,16,3,0,0
TX,19303250602582,1,1,can10,tx_can10,257,885,2000000,19303250441637,19303250531342,19303250602582,16,2,0,0
TX,19303250971507,2,0,can01,tx_can01,256,1769,1000000,19303250896635,19303250971007,19303250971507,16,1,0,0
TX,19303251033469,2,1,can01,tx_can01,257,885,2000000,19303250896635,19303250971007,19303251033469,16,1,0,0
TX,19303251075654,0,0,can00,tx_can00,256,1770,1000000,19303250839843,19303251075525,19303251075654,16,2,0,0
TX,19303250659360,1,2,can10,tx_can10,258,177,10000000,19303250441637,19303250531342,19303250659360,16,2,0,0
TX,19303251112562,2,2,can01,tx_can01,258,177,10000000,19303250896635,19303250971007,19303251112562,16,1,0,0
TX,19303251522171,1,0,can10,tx_can10,256,1771,1000000,19303251441637,19303251522041,19303251522171,16,2,0,0
TX,19303251626467,3,0,can11,tx_can11,256,1768,1000000,19303251529151,19303251626337,19303251626467,16,1,0,0
TX,19303251825596,3,1,can11,tx_can11,257,885,2000000,19303251529151,19303251626337,19303251825596,16,1,0,0
TX,19303251911003,0,0,can00,tx_can00,256,1771,1000000,19303251839843,19303251910892,19303251911003,16,2,0,0
TX,19303251904058,3,2,can11,tx_can11,258,177,10000000,19303251529151,19303251626337,19303251904058,16,1,0,0
TX,19303251968910,0,1,can00,tx_can00,257,886,2000000,19303251839843,19303251910892,19303251968910,16,2,0,0
TX,19303252027354,2,0,can01,tx_can01,256,1770,1000000,19303251896635,19303252027113,19303252027354,16,1,0,0
TX,19303252531519,1,0,can10,tx_can10,256,1772,1000000,19303252441637,19303252531352,19303252531519,16,2,0,0
TX,19303252597148,3,0,can11,tx_can11,256,1769,1000000,19303252529151,19303252597037,19303252597148,16,1,0,0
TX,19303252617611,1,1,can10,tx_can10,257,886,2000000,19303252441637,19303252531352,19303252617611,16,2,0,0
TX,19303253007054,2,0,can01,tx_can01,256,1771,1000000,19303252896635,19303253006813,19303253007054,16,1,0,0
TX,19303252984683,0,0,can00,tx_can00,256,1772,1000000,19303252839843,19303252984480,19303252984683,16,2,0,0
TX,19303253062202,2,1,can01,tx_can01,257,886,2000000,19303252896635,19303253006813,19303253062202,16,1,0,0
TX,19303253518144,1,0,can10,tx_can10,256,1773,1000000,19303253441637,19303253517903,19303253518144,16,2,0,0
