exp_id,thread_name,ifname,can_id,seq,nominal_period_ns,planned_release_ns,wakeup_ns,send_call_ns,send_ret,cpu_id,sched_policy,sched_priority
10,tx_can00,can00,0x110,12,1000000,516080367797,516080377747,516080388988,16,0,1,80
10,tx_can01,can01,0x210,12,1000000,516080374315,516080387710,516080404913,16,1,1,78
10,tx_can00,can00,0x111,6,2000000,516080367797,516080416191,516080427968,16,0,1,80
10,tx_can01,can01,0x211,6,2000000,516080374315,516080427116,516080443467,16,1,1,78
10,tx_can00,can00,0x110,13,1000000,516081367797,516081377917,516081389880,16,0,1,80
10,tx_can01,can01,0x210,13,1000000,516081374315,516081388028,516081404342,16,1,1,78
10,tx_can00,can00,0x110,14,1000000,516082367797,516082377901,516082389234,16,0,1,80
10,tx_can01,can01,0x210,14,1000000,516082374315,516082388364,516082405197,16,1,1,78
10,tx_can00,can00,0x111,7,2000000,516082367797,516082416382,516082428474,16,0,1,80
10,tx_can01,can01,0x211,7,2000000,516082374315,516082427548,516082438955,16,1,1,78
10,tx_can00,can00,0x110,15,1000000,516083367797,516083378053,516083390163,16,0,1,80
10,tx_can01,can01,0x210,15,1000000,516083374315,516083387941,516083405089,16,1,1,78
10,tx_can00,can00,0x110,16,1000000,516084367797,516084377833,516084389203,16,0,1,80
10,tx_can01,can01,0x210,16,1000000,516084374315,516084387981,516084404147,16,1,1,78
10,tx_can00,can00,0x111,8,2000000,516084367797,516084416628,516084428443,16,0,1,80
10,tx_can01,can01,0x211,8,2000000,516084374315,516084426665,516084437924,16,1,1,78
10,tx_can00,can00,0x110,17,1000000,516085367797,516085378040,516085390836,16,0,1,80
10,tx_can01,can01,0x210,17,1000000,516085374315,516085388002,516085404335,16,1,1,78
10,tx_can00,can00,0x110,18,1000000,516086367797,516086377876,516086389172,16,0,1,80
10,tx_can01,can01,0x210,18,1000000,516086374315,516086388079,516086404505,16,1,1,78
10,tx_can00,can00,0x111,9,2000000,516086367797,516086416467,516086428300,16,0,1,80
10,tx_can01,can01,0x211,9,2000000,516086374315,516086427097,516086438207,16,1,1,78
10,tx_can00,can00,0x110,19,1000000,516087367797,516087377898,516087389897,16,0,1,80
10,tx_can01,can01,0x210,19,1000000,516087374315,516087387934,516087405026,16,1,1,78
10,tx_can00,can00,0x100,2,10000000,516088367797,516088377938,516088389215,16,0,1,80
10,tx_can01,can01,0x200,2,10000000,516088374315,516088387734,516088403603,16,1,1,78
10,tx_can00,can00,0x101,1,20000000,516088367797,516088416473,516088428251,16,0,1,80
10,tx_can01,can01,0x201,1,20000000,516088374315,516088425751,516088436899,16,1,1,78
10,tx_can00,can00,0x110,20,1000000,516088367797,516088451287,516088465398,16,0,1,80
10,tx_can01,can01,0x210,20,1000000,516088374315,516088455490,516088467046,16,1,1,78
10,tx_can01,can01,0x211,10,2000000,516088374315,516088490693,516088500804,16,1,1,78
10,tx_can00,can00,0x111,10,2000000,516088367797,516088490841,516088503026,16,0,1,80
10,tx_can00,can00,0x110,21,1000000,516089367797,516089377774,516089389940,16,0,1,80
10,tx_can01,can01,0x210,21,1000000,516089374315,516089388033,516089404680,16,1,1,78
10,tx_can00,can00,0x110,22,1000000,516090367797,516090377851,516090389165,16,0,1,80
10,tx_can01,can01,0x210,22,1000000,516090374315,516090387850,516090405850,16,1,1,78
10,tx_can00,can00,0x111,11,2000000,516090367797,516090416516,516090428294,16,0,1,80
10,tx_can01,can01,0x211,11,2000000,516090374315,516090428349,516090439386,16,1,1,78
10,tx_can00,can00,0x110,23,1000000,516091367797,516091377817,516091389742,16,0,1,80
10,tx_can01,can01,0x210,23,1000000,516091374315,516091387983,516091404594,16,1,1,78
10,tx_can00,can00,0x110,24,1000000,516092367797,516092377894,516092389134,16,0,1,80
10,tx_can01,can01,0x210,24,1000000,516092374315,516092387764,516092403800,16,1,1,78
10,tx_can00,can00,0x111,12,2000000,516092367797,516092416541,516092428225,16,0,1,80
10,tx_can01,can01,0x211,12,2000000,516092374315,516092425762,516092436947,16,1,1,78
10,tx_can00,can00,0x110,25,1000000,516093367797,516093377971,516093390007,16,0,1,80
10,tx_can01,can01,0x210,25,1000000,516093374315,516093388007,516093404451,16,1,1,78
10,tx_can00,can00,0x110,26,1000000,516094367797,516094377881,516094390084,16,0,1,80
10,tx_can01,can01,0x210,26,1000000,516094374315,516094387973,516094405102,16,1,1,78
10,tx_can00,can00,0x111,13,2000000,516094367797,516094417435,516094429231,16,0,1,80
10,tx_can01,can01,0x211,13,2000000,516094374315,516094427509,516094438638,16,1,1,78
10,tx_can00,can00,0x110,27,1000000,516095367797,516095378032,516095390013,16,0,1,80
10,tx_can01,can01,0x210,27,1000000,516095374315,516095387754,516095404198,16,1,1,78
10,tx_can00,can00,0x110,28,1000000,516096367797,516096377831,516096389127,16,0,1,80
10,tx_can01,can01,0x210,28,1000000,516096374315,516096387720,516096403682,16,1,1,78
10,tx_can00,can00,0x111,14,2000000,516096367797,516096416775,516096428607,16,0,1,80
10,tx_can01,can01,0x211,14,2000000,516096374315,516096425978,516096437218,16,1,1,78
10,tx_can00,can00,0x110,29,1000000,516097367797,516097378075,516097390241,16,0,1,80
10,tx_can01,can01,0x210,29,1000000,516097374315,516097388075,516097404167,16,1,1,78
10,tx_can00,can00,0x100,3,10000000,516098367797,516098378004,516098389207,16,0,1,80
10,tx_can01,can01,0x200,3,10000000,516098374315,516098388041,516098404707,16,1,1,78
10,tx_can00,can00,0x110,30,1000000,516098367797,516098416558,516098428410,16,0,1,80
10,tx_can01,can01,0x210,30,1000000,516098374315,516098427391,516098438576,16,1,1,78
10,tx_can00,can00,0x111,15,2000000,516098367797,516098451687,516098467186,16,0,1,80
10,tx_can01,can01,0x211,15,2000000,516098374315,516098457131,516098468408,16,1,1,78
10,tx_can00,can00,0x110,31,1000000,516099367797,516099377988,516099389247,16,0,1,80
10,tx_can01,can01,0x210,31,1000000,516099374315,516099387840,516099403506,16,1,1,78
10,tx_can00,can00,0x110,32,1000000,516100367797,516100377843,516100389158,16,0,1,80
10,tx_can01,can01,0x210,32,1000000,516100374315,516100387732,516100404953,16,1,1,78
10,tx_can00,can00,0x111,16,2000000,516100367797,516100416323,516100427286,16,0,1,80
10,tx_can01,can01,0x211,16,2000000,516100374315,516100427082,516100438471,16,1,1,78
10,tx_can00,can00,0x110,33,1000000,516101367797,516101377994,516101389012,16,0,1,80
10,tx_can01,can01,0x210,33,1000000,516101374315,516101388068,516101405104,16,1,1,78
10,tx_can00,can00,0x110,34,1000000,516102367797,516102378090,516102389293,16,0,1,80
10,tx_can01,can01,0x210,34,1000000,516102374315,516102388163,516102404181,16,1,1,78
10,tx_can00,can00,0x111,17,2000000,516102367797,516102416551,516102427329,16,0,1,80
10,tx_can01,can01,0x211,17,2000000,516102374315,516102426440,516102437569,16,1,1,78
10,tx_can00,can00,0x110,35,1000000,516103367797,516103377852,516103390000,16,0,1,80
10,tx_can01,can01,0x210,35,1000000,516103374315,516103387796,516103404110,16,1,1,78
10,tx_can00,can00,0x110,36,1000000,516104367797,516104377781,516104388892,16,0,1,80
10,tx_can01,can01,0x210,36,1000000,516104374315,516104387836,516104403854,16,1,1,78
10,tx_can00,can00,0x111,18,2000000,516104367797,516104415965,516104426890,16,0,1,80
10,tx_can01,can01,0x211,18,2000000,516104374315,516104425983,516104437131,16,1,1,78
10,tx_can00,can00,0x110,37,1000000,516105367797,516105378061,516105389135,16,0,1,80
10,tx_can01,can01,0x210,37,1000000,516105374315,516105387913,516105405098,16,1,1,78
10,tx_can00,can00,0x110,38,1000000,516106367797,516106377916,516106389120,16,0,1,80
10,tx_can01,can01,0x210,38,1000000,516106374315,516106388101,516106404304,16,1,1,78
10,tx_can00,can00,0x111,19,2000000,516106367797,516106416415,516106427526,16,0,1,80
10,tx_can01,can01,0x211,19,2000000,516106374315,516106426452,516106437470,16,1,1,78
10,tx_can00,can00,0x110,39,1000000,516107367797,516107377827,516107388956,16,0,1,80
10,tx_can01,can01,0x210,39,1000000,516107374315,516107387993,516107404178,16,1,1,78
10,tx_can00,can00,0x100,4,10000000,516108367797,516108377922,516108389125,16,0,1,80
10,tx_can01,can01,0x200,4,10000000,516108374315,516108387681,516108403755,16,1,1,78
10,tx_can00,can00,0x101,2,20000000,516108367797,516108416699,516108428494,16,0,1,80
10,tx_can01,can01,0x201,2,20000000,516108374315,516108425920,516108437031,16,1,1,78
10,tx_can00,can00,0x110,40,1000000,516108367797,516108451790,516108462753,16,0,1,80
10,tx_can01,can01,0x210,40,1000000,516108374315,516108455605,516108467178,16,1,1,78
10,tx_can00,can00,0x111,20,2000000,516108367797,516108498288,516108508232,16,0,1,80
10,tx_can01,can01,0x211,20,2000000,516108374315,516108505473,516108515158,16,1,1,78
10,tx_can00,can00,0x110,41,1000000,516109367797,516109377981,516109389480,16,0,1,80
10,tx_can01,can01,0x210,41,1000000,516109374315,516109388054,516109405313,16,1,1,78
10,tx_can00,can00,0x110,42,1000000,516110367797,516110377798,516110388928,16,0,1,80
10,tx_can01,can01,0x210,42,1000000,516110374315,516110388057,516110404112,16,1,1,78
10,tx_can00,can00,0x111,21,2000000,516110367797,516110416204,516110427204,16,0,1,80
10,tx_can01,can01,0x211,21,2000000,516110374315,516110426723,516110438889,16,1,1,78
10,tx_can00,can00,0x110,43,1000000,516111367797,516111377949,516111389097,16,0,1,80
10,tx_can01,can01,0x210,43,1000000,516111374315,516111388042,516111404245,16,1,1,78
10,tx_can00,can00,0x110,44,1000000,516112367797,516112378008,516112390211,16,0,1,80
10,tx_can01,can01,0x210,44,1000000,516112374315,516112387767,516112404711,16,1,1,78
10,tx_can00,can00,0x111,22,2000000,516112367797,516112417414,516112428395,16,0,1,80
10,tx_can01,can01,0x211,22,2000000,516112374315,516112426988,516112438024,16,1,1,78
10,tx_can00,can00,0x110,45,1000000,516113367797,516113377918,516113389010,16,0,1,80
10,tx_can01,can01,0x210,45,1000000,516113374315,516113388048,516113404158,16,1,1,78
10,tx_can00,can00,0x110,46,1000000,516114367797,516114377977,516114389236,16,0,1,80
10,tx_can01,can01,0x210,46,1000000,516114374315,516114387939,516114404957,16,1,1,78
10,tx_can00,can00,0x111,23,2000000,516114367797,516114416568,516114427457,16,0,1,80
10,tx_can01,can01,0x211,23,2000000,516114374315,516114427290,516114438475,16,1,1,78
10,tx_can00,can00,0x110,47,1000000,516115367797,516115378072,516115389276,16,0,1,80
10,tx_can01,can01,0x210,47,1000000,516115374315,516115387887,516115403979,16,1,1,78
10,tx_can00,can00,0x110,48,1000000,516116367797,516116377872,516116388927,16,0,1,80
10,tx_can01,can01,0x210,48,1000000,516116374315,516116387742,516116403685,16,1,1,78
10,tx_can00,can00,0x111,24,2000000,516116367797,516116416463,516116428388,16,0,1,80
10,tx_can01,can01,0x211,24,2000000,516116374315,516116426092,516116437221,16,1,1,78
10,tx_can00,can00,0x110,49,1000000,516117367797,516117377763,516117388874,16,0,1,80
10,tx_can01,can01,0x210,49,1000000,516117374315,516117387930,516117404225,16,1,1,78
10,tx_can00,can00,0x100,5,10000000,516118367797,516118378007,516118389192,16,0,1,80
10,tx_can01,can01,0x200,5,10000000,516118374315,516118388025,516118404802,16,1,1,78
10,tx_can00,can00,0x110,50,1000000,516118367797,516118416135,516118427172,16,0,1,80
10,tx_can01,can01,0x210,50,1000000,516118374315,516118427116,516118438135,16,1,1,78
10,tx_can00,can00,0x111,25,2000000,516118367797,516118450505,516118461430,16,0,1,80
10,tx_can01,can01,0x211,25,2000000,516118374315,516118456745,516118468708,16,1,1,78
10,tx_can00,can00,0x110,51,1000000,516119367797,516119377880,516119388991,16,0,1,80
10,tx_can01,can01,0x210,51,1000000,516119374315,516119387991,516119405009,16,1,1,78
10,tx_can00,can00,0x110,52,1000000,516120367797,516120377939,516120389253,16,0,1,80
10,tx_can01,can01,0x210,52,1000000,516120374315,516120387827,516120403456,16,1,1,78
10,tx_can00,can00,0x111,26,2000000,516120367797,516120416437,516120427548,16,0,1,80
10,tx_can01,can01,0x211,26,2000000,516120374315,516120425733,516120436678,16,1,1,78
10,tx_can00,can00,0x110,53,1000000,516121367797,516121378090,516121390293,16,0,1,80
10,tx_can01,can01,0x210,53,1000000,516121374315,516121387793,516121404682,16,1,1,78
10,tx_can00,can00,0x110,54,1000000,516122367797,516122377963,516122389241,16,0,1,80
10,tx_can01,can01,0x210,54,1000000,516122374315,516122388241,516122404425,16,1,1,78
10,tx_can00,can00,0x111,27,2000000,516122367797,516122416573,516122427517,16,0,1,80
10,tx_can01,can01,0x211,27,2000000,516122374315,516122426684,516122437794,16,1,1,78
10,tx_can00,can00,0x110,55,1000000,516123367797,516123377892,516123389077,16,0,1,80
10,tx_can01,can01,0x210,55,1000000,516123374315,516123387873,516123403780,16,1,1,78
10,tx_can00,can00,0x110,56,1000000,516124367797,516124377784,516124389135,16,0,1,80
10,tx_can01,can01,0x210,56,1000000,516124374315,516124387821,516124403950,16,1,1,78
10,tx_can00,can00,0x111,28,2000000,516124367797,516124416801,516124427893,16,0,1,80
10,tx_can01,can01,0x211,28,2000000,516124374315,516124426338,516124437578,16,1,1,78
10,tx_can00,can00,0x110,57,1000000,516125367797,516125377861,516125389990,16,0,1,80
10,tx_can01,can01,0x210,57,1000000,516125374315,516125387675,516125404712,16,1,1,78
10,tx_can00,can00,0x110,58,1000000,516126367797,516126377845,516126389030,16,0,1,80
10,tx_can01,can01,0x210,58,1000000,516126374315,516126387900,516126403752,16,1,1,78
10,tx_can00,can00,0x111,29,2000000,516126367797,516126416492,516126427455,16,0,1,80
10,tx_can01,can01,0x211,29,2000000,516126374315,516126425936,516126437140,16,1,1,78
10,tx_can00,can00,0x110,59,1000000,516127367797,516127377904,516127389255,16,0,1,80
10,tx_can01,can01,0x210,59,1000000,516127374315,516127388126,516127404421,16,1,1,78
10,tx_can00,can00,0x100,6,10000000,516128367797,516128377814,516128388943,16,0,1,80
10,tx_can01,can01,0x200,6,10000000,516128374315,516128387777,516128403702,16,1,1,78
10,tx_can00,can00,0x101,3,20000000,516128367797,516128416183,516128427127,16,0,1,80
10,tx_can01,can01,0x201,3,20000000,516128374315,516128425664,516128436608,16,1,1,78
10,tx_can00,can00,0x110,60,1000000,516128367797,516128450034,516128461015,16,0,1,80
10,tx_can01,can01,0x210,60,1000000,516128374315,516128455108,516128466478,16,1,1,78
10,tx_can00,can00,0x111,30,2000000,516128367797,516128483866,516128493384,16,0,1,80
10,tx_can01,can01,0x211,30,2000000,516128374315,516128485236,516128495810,16,1,1,78
10,tx_can00,can00,0x110,61,1000000,516129367797,516129377817,516129389076,16,0,1,80
10,tx_can01,can01,0x210,61,1000000,516129374315,516129388020,516129404353,16,1,1,78
10,tx_can00,can00,0x110,62,1000000,516130367797,516130377857,516130390023,16,0,1,80
10,tx_can01,can01,0x210,62,1000000,516130374315,516130387949,516130404189,16,1,1,78
10,tx_can00,can00,0x111,31,2000000,516130367797,516130417282,516130428244,16,0,1,80
10,tx_can01,can01,0x211,31,2000000,516130374315,516130426411,516130438373,16,1,1,78
10,tx_can00,can00,0x110,63,1000000,516131367797,516131377841,516131388841,16,0,1,80
10,tx_can01,can01,0x210,63,1000000,516131374315,516131387823,516131403748,16,1,1,78
10,tx_can00,can00,0x110,64,1000000,516132367797,516132377900,516132389066,16,0,1,80
10,tx_can01,can01,0x210,64,1000000,516132374315,516132387696,516132403788,16,1,1,78
10,tx_can00,can00,0x111,32,2000000,516132367797,516132416565,516132427509,16,0,1,80
10,tx_can01,can01,0x211,32,2000000,516132374315,516132425843,516132437027,16,1,1,78
10,tx_can00,can00,0x110,65,1000000,516133367797,516133377884,516133389106,16,0,1,80
10,tx_can01,can01,0x210,65,1000000,516133374315,516133387958,516133404069,16,1,1,78
10,tx_can00,can00,0x110,66,1000000,516134367797,516134377832,516134389831,16,0,1,80
10,tx_can01,can01,0x210,66,1000000,516134374315,516134387961,516134404720,16,1,1,78
10,tx_can00,can00,0x111,33,2000000,516134367797,516134417590,516134428441,16,0,1,80
10,tx_can01,can01,0x211,33,2000000,516134374315,516134426941,516134438237,16,1,1,78
10,tx_can00,can00,0x110,67,1000000,516135367797,516135377890,516135389075,16,0,1,80
10,tx_can01,can01,0x210,67,1000000,516135374315,516135387705,516135403649,16,1,1,78
10,tx_can00,can00,0x110,68,1000000,516136367797,516136377782,516136388948,16,0,1,80
10,tx_can01,can01,0x210,68,1000000,516136374315,516136388004,516136404114,16,1,1,78
10,tx_can00,can00,0x111,34,2000000,516136367797,516136416466,516136427336,16,0,1,80
10,tx_can01,can01,0x211,34,2000000,516136374315,516136426503,516136437576,16,1,1,78
10,tx_can00,can00,0x110,69,1000000,516137367797,516137377933,516137389007,16,0,1,80
10,tx_can01,can01,0x210,69,1000000,516137374315,516137387766,516137404932,16,1,1,78
10,tx_can00,can00,0x100,7,10000000,516138367797,516138378010,516138389047,16,0,1,80
10,tx_can01,can01,0x200,7,10000000,516138374315,516138388102,516138405065,16,1,1,78
10,tx_can00,can00,0x110,70,1000000,516138367797,516138416287,516138427323,16,0,1,80
10,tx_can01,can01,0x210,70,1000000,516138374315,516138427360,516138438397,16,1,1,78
10,tx_can00,can00,0x111,35,2000000,516138367797,516138450156,516138461026,16,0,1,80
10,tx_can01,can01,0x211,35,2000000,516138374315,516138457193,516138470192,16,1,1,78
10,tx_can00,can00,0x110,71,1000000,516139367797,516139377735,516139389679,16,0,1,80
10,tx_can01,can01,0x210,71,1000000,516139374315,516139387883,516139404049,16,1,1,78
10,tx_can00,can00,0x110,72,1000000,516140367797,516140377683,516140388664,16,0,1,80
10,tx_can01,can01,0x210,72,1000000,516140374315,516140387793,516140403459,16,1,1,78
10,tx_can00,can00,0x111,36,2000000,516140367797,516140415792,516140426699,16,0,1,80
10,tx_can01,can01,0x211,36,2000000,516140374315,516140426274,516140437255,16,1,1,78
10,tx_can00,can00,0x110,73,1000000,516141367797,516141377852,516141389093,16,0,1,80
10,tx_can01,can01,0x210,73,1000000,516141374315,516141388241,516141405592,16,1,1,78
10,tx_can00,can00,0x110,74,1000000,516142367797,516142377837,516142388984,16,0,1,80
10,tx_can01,can01,0x210,74,1000000,516142374315,516142388040,516142403854,16,1,1,78
10,tx_can00,can00,0x111,37,2000000,516142367797,516142416335,516142427205,16,0,1,80
10,tx_can01,can01,0x211,37,2000000,516142374315,516142426113,516142437316,16,1,1,78
10,tx_can00,can00,0x110,75,1000000,516143367797,516143377877,516143389969,16,0,1,80
10,tx_can01,can01,0x210,75,1000000,516143374315,516143388098,516143404413,16,1,1,78
10,tx_can00,can00,0x110,76,1000000,516144367797,516144377861,516144389101,16,0,1,80
10,tx_can01,can01,0x210,76,1000000,516144374315,516144387805,516144403990,16,1,1,78
10,tx_can00,can00,0x111,38,2000000,516144367797,516144416526,516144427507,16,0,1,80
10,tx_can01,can01,0x211,38,2000000,516144374315,516144426211,516144437377,16,1,1,78
10,tx_can00,can00,0x110,77,1000000,516145367797,516145377882,516145389030,16,0,1,80
10,tx_can01,can01,0x210,77,1000000,516145374315,516145387975,516145404882,16,1,1,78
10,tx_can00,can00,0x110,78,1000000,516146367797,516146377922,516146389144,16,0,1,80
10,tx_can01,can01,0x210,78,1000000,516146374315,516146388070,516146404236,16,1,1,78
10,tx_can00,can00,0x111,39,2000000,516146367797,516146416551,516146427587,16,0,1,80
10,tx_can01,can01,0x211,39,2000000,516146374315,516146426421,516146437624,16,1,1,78
10,tx_can00,can00,0x110,79,1000000,516147367797,516147377907,516147389036,16,0,1,80
10,tx_can01,can01,0x210,79,1000000,516147374315,516147387740,516147404869,16,1,1,78
10,tx_can00,can00,0x100,8,10000000,516148367797,516148378002,516148389206,16,0,1,80
10,tx_can01,can01,0x200,8,10000000,516148374315,516148387928,516148403983,16,1,1,78
10,tx_can00,can00,0x101,4,20000000,516148367797,516148416501,516148427501,16,0,1,80
10,tx_can01,can01,0x201,4,20000000,516148374315,516148425908,516148437093,16,1,1,78
10,tx_can00,can00,0x110,80,1000000,516148367797,516148450500,516148462462,16,0,1,80
10,tx_can01,can01,0x210,80,1000000,516148374315,516148455703,516148467147,16,1,1,78
10,tx_can00,can00,0x111,40,2000000,516148367797,516148485443,516148495332,16,0,1,80
10,tx_can01,can01,0x211,40,2000000,516148374315,516148485851,516148495591,16,1,1,78
10,tx_can00,can00,0x110,81,1000000,516149367797,516149377690,516149389097,16,0,1,80
10,tx_can01,can01,0x210,81,1000000,516149374315,516149388098,516149404486,16,1,1,78
10,tx_can00,can00,0x110,82,1000000,516150367797,516150377897,516150389045,16,0,1,80
10,tx_can01,can01,0x210,82,1000000,516150374315,516150388026,516150404211,16,1,1,78
10,tx_can00,can00,0x111,41,2000000,516150367797,516150416396,516150427303,16,0,1,80
10,tx_can01,can01,0x211,41,2000000,516150374315,516150426488,516150438339,16,1,1,78
10,tx_can00,can00,0x110,83,1000000,516151367797,516151377826,516151388900,16,0,1,80
10,tx_can01,can01,0x210,83,1000000,516151374315,516151387863,516151403973,16,1,1,78
10,tx_can00,can00,0x110,84,1000000,516152367797,516152377736,516152389791,16,0,1,80
10,tx_can01,can01,0x210,84,1000000,516152374315,516152387662,516152404013,16,1,1,78
10,tx_can00,can00,0x111,42,2000000,516152367797,516152417383,516152428364,16,0,1,80
10,tx_can01,can01,0x211,42,2000000,516152374315,516152426012,516152437197,16,1,1,78
10,tx_can00,can00,0x110,85,1000000,516153367797,516153377906,516153389165,16,0,1,80
10,tx_can01,can01,0x210,85,1000000,516153374315,516153387943,516153404072,16,1,1,78
10,tx_can00,can00,0x110,86,1000000,516154367797,516154377909,516154389094,16,0,1,80
10,tx_can01,can01,0x210,86,1000000,516154374315,516154388020,516154405000,16,1,1,78
10,tx_can00,can00,0x111,43,2000000,516154367797,516154416426,516154427389,16,0,1,80
10,tx_can01,can01,0x211,43,2000000,516154374315,516154427074,516154438314,16,1,1,78
10,tx_can00,can00,0x110,87,1000000,516155367797,516155378023,516155389319,16,0,1,80
10,tx_can01,can01,0x210,87,1000000,516155374315,516155387856,516155403855,16,1,1,78
10,tx_can00,can00,0x110,88,1000000,516156367797,516156377785,516156389192,16,0,1,80
10,tx_can01,can01,0x210,88,1000000,516156374315,516156388007,516156404562,16,1,1,78
10,tx_can00,can00,0x111,44,2000000,516156367797,516156416450,516156428413,16,0,1,80
10,tx_can01,can01,0x211,44,2000000,516156374315,516156427024,516156439153,16,1,1,78
10,tx_can00,can00,0x110,89,1000000,516157367797,516157376362,516157387380,16,0,1,80
10,tx_can01,can01,0x210,89,1000000,516157374315,516157387973,516157404083,16,1,1,78
10,tx_can00,can00,0x100,9,10000000,516158367797,516158376254,516158387328,16,0,1,80
10,tx_can01,can01,0x200,9,10000000,516158374315,516158388161,516158405197,16,1,1,78
10,tx_can00,can00,0x110,90,1000000,516158367797,516158414456,516158425530,16,0,1,80
10,tx_can01,can01,0x210,90,1000000,516158374315,516158427437,516158438400,16,1,1,78
10,tx_can00,can00,0x111,45,2000000,516158367797,516158448326,516158459362,16,0,1,80
10,tx_can01,can01,0x211,45,2000000,516158374315,516158457196,516158468269,16,1,1,78
10,tx_can00,can00,0x110,91,1000000,516159367797,516159376238,516159387386,16,0,1,80
10,tx_can01,can01,0x210,91,1000000,516159374315,516159387849,516159403923,16,1,1,78
10,tx_can00,can00,0x110,92,1000000,516160367797,516160380945,516160393111,16,0,1,80
10,tx_can01,can01,0x210,92,1000000,516160374315,516160387852,516160399926,16,1,1,78
10,tx_can00,can00,0x111,46,2000000,516160367797,516160421295,516160432350,16,0,1,80
10,tx_can01,can01,0x211,46,2000000,516160374315,516160426628,516160437887,16,1,1,78
10,tx_can00,can00,0x110,93,1000000,516161367797,516161377874,516161389929,16,0,1,80
10,tx_can01,can01,0x210,93,1000000,516161374315,516161387855,516161404947,16,1,1,78
10,tx_can00,can00,0x110,94,1000000,516162367797,516162377877,516162389024,16,0,1,80
10,tx_can01,can01,0x210,94,1000000,516162374315,516162388006,516162403820,16,1,1,78
